species_id,common_name,scientific_name,kingdom,phylum,class,order,family,genus,species,category,iucn_status,habitat,endemic,invasive,medicinal,pollinator,nocturnal,flowering_season,breeding_season,diet,average_lifespan_years,conservation_status,description,image_filename
SP0429,Jasmine,Jasminum sambac,Plantae,Tracheophyta,Magnoliopsida,Various,Jasminumaceae,Jasminum,sambac,Shrubs,Least Concern,Urban Garden,False,True,False,False,False,Sep-Nov,N/A,Photosynthetic,22,Under Watch,"Jasmine (Jasminum sambac) is a shrub species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0429_Jasminum_sambac.jpg
SP0430,Henna (Mehendi),Lawsonia inermis,Plantae,Tracheophyta,Magnoliopsida,Various,Lawsoniaaceae,Lawsonia,inermis,Shrubs,Endangered,Urban Garden,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,12,Stable,"Henna (Mehendi) (Lawsonia inermis) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0430_Lawsonia_inermis.jpg
SP0431,Croton,Codiaeum variegatum,Plantae,Tracheophyta,Magnoliopsida,Various,Codiaeumaceae,Codiaeum,variegatum,Shrubs,Near Threatened,Urban Garden,False,True,False,False,False,Mar-May,N/A,Photosynthetic,13,Stable,"Croton (Codiaeum variegatum) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0431_Codiaeum_variegatum.jpg
SP0432,Ixora,Ixora coccinea,Plantae,Tracheophyta,Magnoliopsida,Various,Ixoraaceae,Ixora,coccinea,Shrubs,Least Concern,Grassland,False,False,False,False,False,Year-round,N/A,Photosynthetic,25,Under Watch,"Ixora (Ixora coccinea) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0432_Ixora_coccinea.jpg
SP0433,Karonda,Carissa carandas,Plantae,Tracheophyta,Magnoliopsida,Various,Carissaaceae,Carissa,carandas,Shrubs,Least Concern,Grassland,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,5,Under Watch,"Karonda (Carissa carandas) is a shrub species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0433_Carissa_carandas.jpg
SP0434,Kaner (Oleander),Nerium oleander,Plantae,Tracheophyta,Magnoliopsida,Various,Neriumaceae,Nerium,oleander,Shrubs,Least Concern,Agricultural Field,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,11,Stable,"Kaner (Oleander) (Nerium oleander) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0434_Nerium_oleander.jpg
SP0435,Calotropis,Calotropis gigantea,Plantae,Tracheophyta,Magnoliopsida,Various,Calotropisaceae,Calotropis,gigantea,Shrubs,Not Evaluated,Roadside Plantation,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,17,Stable,"Calotropis (Calotropis gigantea) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0435_Calotropis_gigantea.jpg
SP0436,Duranta,Duranta erecta,Plantae,Tracheophyta,Magnoliopsida,Various,Durantaaceae,Duranta,erecta,Shrubs,Not Evaluated,Agricultural Field,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,18,Stable,"Duranta (Duranta erecta) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0436_Duranta_erecta.jpg
SP0437,Acalypha,Acalypha wilkesiana,Plantae,Tracheophyta,Magnoliopsida,Various,Acalyphaaceae,Acalypha,wilkesiana,Shrubs,Least Concern,Grassland,False,False,True,False,False,Mar-May,N/A,Photosynthetic,18,Stable,"Acalypha (Acalypha wilkesiana) is a shrub species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0437_Acalypha_wilkesiana.jpg
SP0438,Yellow Oleander,Thevetia peruviana,Plantae,Tracheophyta,Magnoliopsida,Various,Thevetiaaceae,Thevetia,peruviana,Shrubs,Vulnerable,Roadside Plantation,False,False,False,False,False,Mar-May,N/A,Photosynthetic,5,Increasing,"Yellow Oleander (Thevetia peruviana) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0438_Thevetia_peruviana.jpg
SP0439,Rose,Rosa indica,Plantae,Tracheophyta,Magnoliopsida,Various,Rosaaceae,Rosa,indica,Shrubs,Least Concern,Grassland,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,23,Declining,"Rose (Rosa indica) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0439_Rosa_indica.jpg
SP0440,Jatropha,Jatropha gossypiifolia,Plantae,Tracheophyta,Magnoliopsida,Various,Jatrophaaceae,Jatropha,gossypiifolia,Shrubs,Data Deficient,Roadside Plantation,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,22,Stable,"Jatropha (Jatropha gossypiifolia) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0440_Jatropha_gossypiifolia.jpg
SP0441,Castor,Ricinus communis,Plantae,Tracheophyta,Magnoliopsida,Various,Ricinusaceae,Ricinus,communis,Shrubs,Data Deficient,Grassland,False,False,False,False,False,Year-round,N/A,Photosynthetic,16,Stable,"Castor (Ricinus communis) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0441_Ricinus_communis.jpg
SP0442,Sesbania,Sesbania grandiflora,Plantae,Tracheophyta,Magnoliopsida,Various,Sesbaniaaceae,Sesbania,grandiflora,Shrubs,Near Threatened,Urban Garden,False,False,False,False,False,Mar-May,N/A,Photosynthetic,19,Stable,"Sesbania (Sesbania grandiflora) is a shrub species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0442_Sesbania_grandiflora.jpg
SP0443,Cassia (Senna),Senna auriculata,Plantae,Tracheophyta,Magnoliopsida,Various,Sennaaceae,Senna,auriculata,Shrubs,Least Concern,Agricultural Field,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,5,Stable,"Cassia (Senna) (Senna auriculata) is a shrub species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0443_Senna_auriculata.jpg
SP0444,Grewia,Grewia asiatica,Plantae,Tracheophyta,Magnoliopsida,Various,Grewiaaceae,Grewia,asiatica,Shrubs,Endangered,Roadside Plantation,False,False,True,False,False,Mar-May,N/A,Photosynthetic,16,Increasing,"Grewia (Grewia asiatica) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0444_Grewia_asiatica.jpg
SP0445,Ber Shrub,Ziziphus nummularia,Plantae,Tracheophyta,Magnoliopsida,Various,Ziziphusaceae,Ziziphus,nummularia,Shrubs,Data Deficient,Urban Garden,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,4,Under Watch,"Ber Shrub (Ziziphus nummularia) is a shrub species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0445_Ziziphus_nummularia.jpg
SP0446,Railway Creeper,Ipomoea cairica,Plantae,Tracheophyta,Magnoliopsida,Various,Ipomoeaaceae,Ipomoea,cairica,Shrubs,Near Threatened,Agricultural Field,False,False,True,False,False,Sep-Nov,N/A,Photosynthetic,17,Stable,"Railway Creeper (Ipomoea cairica) is a shrub species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0446_Ipomoea_cairica.jpg
SP0447,Clerodendrum,Clerodendrum inerme,Plantae,Tracheophyta,Magnoliopsida,Various,Clerodendrumaceae,Clerodendrum,inerme,Shrubs,Least Concern,Grassland,False,False,True,False,False,Nov-Jan,N/A,Photosynthetic,10,Declining,"Clerodendrum (Clerodendrum inerme) is a shrub species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0447_Clerodendrum_inerme.jpg
SP0448,Kamini,Murraya paniculata,Plantae,Tracheophyta,Magnoliopsida,Various,Murrayaaceae,Murraya,paniculata,Shrubs,Least Concern,Urban Garden,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,17,Stable,"Kamini (Murraya paniculata) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0448_Murraya_paniculata.jpg
SP0449,Night-blooming Jasmine,Cestrum nocturnum,Plantae,Tracheophyta,Magnoliopsida,Various,Cestrumaceae,Cestrum,nocturnum,Shrubs,Least Concern,Roadside Plantation,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,7,Under Watch,"Night-blooming Jasmine (Cestrum nocturnum) is a shrub species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0449_Cestrum_nocturnum.jpg
SP0450,Tecoma,Tecoma stans,Plantae,Tracheophyta,Magnoliopsida,Various,Tecomaaceae,Tecoma,stans,Shrubs,Vulnerable,Roadside Plantation,False,False,True,False,False,Feb-Apr,N/A,Photosynthetic,9,Declining,"Tecoma (Tecoma stans) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0450_Tecoma_stans.jpg
SP0451,Ceylon Leadwort,Plumbago zeylanica,Plantae,Tracheophyta,Magnoliopsida,Various,Plumbagoaceae,Plumbago,zeylanica,Shrubs,Least Concern,Urban Garden,False,False,True,False,False,Mar-May,N/A,Photosynthetic,20,Stable,"Ceylon Leadwort (Plumbago zeylanica) is a shrub species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0451_Plumbago_zeylanica.jpg
SP0452,Barleria,Barleria cristata,Plantae,Tracheophyta,Magnoliopsida,Various,Barleriaaceae,Barleria,cristata,Shrubs,Near Threatened,Roadside Plantation,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,15,Declining,"Barleria (Barleria cristata) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0452_Barleria_cristata.jpg
SP0453,Ruellia,Ruellia tuberosa,Plantae,Tracheophyta,Magnoliopsida,Various,Ruelliaaceae,Ruellia,tuberosa,Shrubs,Least Concern,Urban Garden,False,False,False,False,False,Mar-May,N/A,Photosynthetic,4,Increasing,"Ruellia (Ruellia tuberosa) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0453_Ruellia_tuberosa.jpg
SP0454,Caper Bush,Capparis zeylanica,Plantae,Tracheophyta,Magnoliopsida,Various,Capparisaceae,Capparis,zeylanica,Shrubs,Vulnerable,Roadside Plantation,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,17,Stable,"Caper Bush (Capparis zeylanica) is a shrub species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0454_Capparis_zeylanica.jpg
SP0455,Bramble,Rubus ellipticus,Plantae,Tracheophyta,Magnoliopsida,Various,Rubusaceae,Rubus,ellipticus,Shrubs,Least Concern,Grassland,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,3,Declining,"Bramble (Rubus ellipticus) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0455_Rubus_ellipticus.jpg
SP0456,Wild Jasmine,Jasminum auriculatum,Plantae,Tracheophyta,Magnoliopsida,Various,Jasminumaceae,Jasminum,auriculatum,Shrubs,Least Concern,Grassland,False,False,True,False,False,Sep-Nov,N/A,Photosynthetic,30,Increasing,"Wild Jasmine (Jasminum auriculatum) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0456_Jasminum_auriculatum.jpg
SP0457,Country Mallow,Abutilon indicum,Plantae,Tracheophyta,Magnoliopsida,Various,Abutilonaceae,Abutilon,indicum,Shrubs,Least Concern,Urban Garden,False,False,True,False,False,Feb-Apr,N/A,Photosynthetic,16,Stable,"Country Mallow (Abutilon indicum) is a shrub species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0457_Abutilon_indicum.jpg
SP0458,Prickly Chaff Flower,Achyranthes aspera,Plantae,Tracheophyta,Magnoliopsida,Various,Achyranthesaceae,Achyranthes,aspera,Shrubs,Data Deficient,Urban Garden,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,13,Stable,"Prickly Chaff Flower (Achyranthes aspera) is a shrub species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0458_Achyranthes_aspera.jpg
SP0459,Custard Apple Shrub Form,Annona reticulata,Plantae,Tracheophyta,Magnoliopsida,Various,Annonaaceae,Annona,reticulata,Shrubs,Vulnerable,Grassland,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,21,Under Watch,"Custard Apple Shrub Form (Annona reticulata) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0459_Annona_reticulata.jpg
SP0460,Adhatoda Shrub,Justicia adhatoda,Plantae,Tracheophyta,Magnoliopsida,Various,Justiciaaceae,Justicia,adhatoda,Shrubs,Vulnerable,Agricultural Field,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,17,Under Watch,"Adhatoda Shrub (Justicia adhatoda) is a shrub species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0460_Justicia_adhatoda.jpg
