cell_id,latitude,longitude,land_cover_type,vegetation_density,forest_percentage,water_percentage,urban_percentage
LC02776,19.84928,74.488175,Water Body,0.429,12.4,66.2,10.9
LC02777,19.831141,74.392028,Forest/Grove,0.832,49.0,6.6,14.6
LC02778,19.837763,74.525163,Wetland,0.594,15.7,46.0,0.0
LC02779,19.805428,74.415984,Urban/Built-up,0.774,2.2,2.3,93.2
LC02780,19.837212,74.364079,Agricultural Land,0.456,11.6,3.7,9.5
LC02781,19.900164,74.597763,Grassland,0.417,2.6,4.2,5.1
LC02782,19.889878,74.361597,Agricultural Land,0.452,9.1,5.6,12.5
LC02783,19.932784,74.369465,Urban/Built-up,0.187,11.7,4.6,57.9
LC02784,19.807115,74.403078,Urban/Built-up,0.582,15.2,6.6,61.2
LC02785,19.947559,74.43021,Urban/Built-up,0.69,16.8,4.5,96.7
LC02786,19.921636,74.561149,Agricultural Land,0.185,2.9,4.0,8.4
LC02787,19.834903,74.416085,Agricultural Land,0.98,10.4,5.6,0.0
LC02788,19.922107,74.494629,Wetland,0.617,12.1,22.6,0.2
LC02789,19.948651,74.564672,Water Body,0.526,4.5,68.5,4.7
LC02790,19.947863,74.576826,Barren/Fallow,0.479,11.3,3.7,8.9
LC02791,19.891237,74.545456,Barren/Fallow,0.635,3.4,0.7,1.8
LC02792,19.852595,74.426173,Forest/Grove,0.747,73.9,7.7,5.2
LC02793,19.906698,74.400814,Grassland,0.477,1.3,6.1,12.5
LC02794,19.836496,74.440334,Barren/Fallow,0.361,14.8,2.3,13.1
LC02795,19.836426,74.460175,Agricultural Land,0.817,19.7,2.9,0.9
LC02796,19.932776,74.432448,Agricultural Land,0.301,9.2,1.9,1.7
LC02797,19.944174,74.502676,Forest/Grove,0.839,61.3,4.1,5.7
LC02798,19.875757,74.595028,Agricultural Land,0.245,9.7,0.5,10.7
LC02799,19.820435,74.514634,Agricultural Land,0.656,8.6,6.1,0.9
LC02800,19.89914,74.499723,Grassland,0.463,9.2,2.6,13.3
LC02801,19.908902,74.489705,Urban/Built-up,0.404,6.3,7.0,71.5
LC02802,19.944659,74.487466,Agricultural Land,0.663,1.8,6.1,10.4
LC02803,19.873174,74.403197,Agricultural Land,0.142,12.9,0.3,7.2
LC02804,19.867959,74.430785,Agricultural Land,0.217,7.8,6.9,3.6
LC02805,19.912109,74.412337,Wetland,0.546,14.1,58.1,10.7
LC02806,19.948674,74.496809,Agricultural Land,0.545,17.8,2.2,6.8
LC02807,19.926449,74.396455,Forest/Grove,0.925,69.4,0.3,9.5
LC02808,19.903321,74.409583,Forest/Grove,0.717,45.4,2.4,14.4
LC02809,19.891272,74.365967,Wetland,0.122,8.0,23.8,4.0
LC02810,19.922056,74.494259,Agricultural Land,0.518,10.4,3.5,3.7
LC02811,19.86756,74.558213,Agricultural Land,0.318,7.4,6.0,10.2
LC02812,19.939436,74.561192,Wetland,0.299,6.0,47.1,8.1
LC02813,19.928448,74.401009,Agricultural Land,0.358,18.5,4.3,4.2
LC02814,19.855235,74.590297,Agricultural Land,0.377,4.3,1.5,12.8
LC02815,19.815314,74.48552,Barren/Fallow,0.651,14.2,4.4,1.0
LC02816,19.889532,74.538913,Agricultural Land,0.54,16.2,1.9,14.3
LC02817,19.865003,74.565233,Agricultural Land,0.16,15.3,3.3,5.8
LC02818,19.822949,74.587099,Forest/Grove,0.406,73.7,2.2,2.9
LC02819,19.90798,74.556067,Grassland,0.367,3.6,1.0,3.8
LC02820,19.873766,74.410425,Forest/Grove,0.947,83.0,6.9,8.7
LC02821,19.854538,74.387757,Grassland,0.245,15.2,3.5,5.9
LC02822,19.898897,74.380059,Barren/Fallow,0.462,16.8,1.0,5.1
LC02823,19.875672,74.424567,Agricultural Land,0.232,9.0,1.8,13.8
LC02824,19.841838,74.49696,Agricultural Land,0.812,11.5,1.9,12.9
LC02825,19.932835,74.415953,Water Body,0.214,3.1,98.9,1.2
LC02826,19.929394,74.404895,Agricultural Land,0.468,6.8,5.7,3.0
LC02827,19.808015,74.528681,Agricultural Land,0.561,7.4,2.2,11.4
LC02828,19.815586,74.564774,Wetland,0.753,13.7,36.1,5.2
LC02829,19.809052,74.585028,Agricultural Land,0.661,16.5,7.2,12.0
LC02830,19.897106,74.541736,Agricultural Land,0.585,3.8,0.3,7.5
LC02831,19.855765,74.424353,Agricultural Land,0.628,16.5,5.9,6.4
LC02832,19.830696,74.412667,Agricultural Land,0.519,4.3,3.7,0.4
LC02833,19.900415,74.476461,Agricultural Land,0.381,17.2,4.5,4.7
LC02834,19.852181,74.395869,Agricultural Land,0.41,1.9,0.3,9.3
LC02835,19.856655,74.493197,Agricultural Land,0.564,19.5,6.8,13.6
LC02836,19.840485,74.35103,Agricultural Land,0.378,16.3,2.7,11.6
LC02837,19.818596,74.533011,Forest/Grove,0.363,81.3,0.1,11.7
LC02838,19.890755,74.574621,Agricultural Land,0.573,4.6,5.3,5.0
LC02839,19.802398,74.400613,Grassland,0.801,17.0,7.5,13.9
LC02840,19.880003,74.459859,Agricultural Land,0.622,6.1,6.9,9.4
LC02841,19.85824,74.381891,Grassland,0.242,10.0,4.9,0.1
LC02842,19.813764,74.41789,Forest/Grove,0.451,77.8,7.6,14.5
LC02843,19.858148,74.440274,Barren/Fallow,0.906,10.8,1.0,5.2
LC02844,19.806488,74.520656,Urban/Built-up,0.145,2.7,2.5,51.0
LC02845,19.947438,74.42156,Agricultural Land,0.637,14.3,5.0,8.8
LC02846,19.930231,74.497468,Forest/Grove,0.165,88.5,3.7,12.1
LC02847,19.858388,74.392509,Agricultural Land,0.637,19.9,0.8,0.1
LC02848,19.899969,74.517953,Agricultural Land,0.552,3.3,0.3,7.4
LC02849,19.903014,74.574918,Agricultural Land,0.591,7.0,7.8,6.9
LC02850,19.878293,74.426871,Urban/Built-up,0.502,9.6,7.1,52.7
LC02851,19.893044,74.487703,Water Body,0.621,13.9,91.1,4.0
LC02852,19.823818,74.512028,Agricultural Land,0.502,17.2,6.8,7.9
LC02853,19.939069,74.481804,Agricultural Land,0.075,4.9,1.7,7.0
LC02854,19.824434,74.403679,Water Body,0.364,5.3,99.5,9.4
LC02855,19.805995,74.54804,Wetland,0.254,14.8,48.4,13.9
LC02856,19.844983,74.521988,Grassland,0.7,2.9,1.4,9.9
LC02857,19.828315,74.439002,Urban/Built-up,0.531,18.8,5.2,99.2
LC02858,19.915588,74.554404,Wetland,0.562,5.3,56.8,7.5
LC02859,19.899876,74.437541,Agricultural Land,0.096,2.9,7.8,2.7
LC02860,19.848441,74.424497,Urban/Built-up,0.422,15.8,0.1,83.9
LC02861,19.895201,74.504116,Agricultural Land,0.46,6.0,3.8,3.5
LC02862,19.834632,74.494476,Grassland,0.466,0.5,2.3,13.8
LC02863,19.901499,74.454197,Grassland,0.571,14.3,0.2,1.2
LC02864,19.802071,74.445355,Barren/Fallow,0.519,18.3,5.8,4.7
LC02865,19.839706,74.586991,Barren/Fallow,0.478,13.2,2.2,0.2
LC02866,19.912999,74.456428,Agricultural Land,0.833,9.5,1.0,3.0
LC02867,19.812683,74.38805,Agricultural Land,0.477,0.2,1.6,6.1
LC02868,19.897496,74.521953,Urban/Built-up,0.492,19.9,3.0,50.2
LC02869,19.826342,74.512012,Barren/Fallow,0.471,18.4,2.6,14.6
LC02870,19.845768,74.518164,Agricultural Land,0.457,2.9,0.1,11.7
LC02871,19.832556,74.524934,Agricultural Land,0.613,3.7,2.4,0.8
LC02872,19.817431,74.435016,Agricultural Land,0.311,7.2,4.2,1.5
LC02873,19.906648,74.585769,Grassland,0.166,10.3,0.2,6.6
LC02874,19.90317,74.359704,Agricultural Land,0.54,18.0,6.3,1.3
LC02875,19.929161,74.544054,Forest/Grove,0.126,52.4,7.8,14.8
LC02876,19.913096,74.425372,Agricultural Land,0.672,11.6,6.7,1.2
LC02877,19.817283,74.362774,Agricultural Land,0.262,6.1,4.8,8.0
LC02878,19.940394,74.535428,Grassland,0.45,6.3,2.6,13.3
LC02879,19.810573,74.483544,Water Body,0.478,3.5,94.0,12.6
LC02880,19.879922,74.466069,Water Body,0.513,3.8,65.1,1.0
LC02881,19.866942,74.533026,Urban/Built-up,0.801,15.4,1.8,64.8
LC02882,19.835734,74.522316,Agricultural Land,0.281,12.7,0.3,4.6
LC02883,19.862191,74.587517,Barren/Fallow,0.148,7.7,3.9,12.7
LC02884,19.927538,74.399218,Agricultural Land,0.333,16.6,4.3,14.9
LC02885,19.878645,74.375974,Grassland,0.322,1.0,6.3,1.4
LC02886,19.851949,74.369218,Water Body,0.731,15.8,66.2,4.4
LC02887,19.843459,74.573014,Agricultural Land,0.575,16.0,5.6,4.5
LC02888,19.921817,74.388079,Urban/Built-up,0.523,18.5,0.7,86.4
LC02889,19.842499,74.589535,Agricultural Land,0.329,12.5,4.2,10.8
LC02890,19.949827,74.519538,Grassland,0.704,19.5,4.2,7.2
LC02891,19.935373,74.493179,Agricultural Land,0.413,10.7,7.2,14.8
LC02892,19.852609,74.548239,Urban/Built-up,0.481,9.8,4.2,56.9
LC02893,19.887153,74.57545,Water Body,0.927,15.4,74.2,12.4
LC02894,19.827413,74.389061,Urban/Built-up,0.676,17.6,0.7,59.7
LC02895,19.839688,74.487184,Urban/Built-up,0.553,7.8,6.6,74.5
LC02896,19.92966,74.448183,Wetland,0.666,12.9,25.2,9.1
LC02897,19.847139,74.571937,Wetland,0.322,15.6,53.2,13.5
LC02898,19.820953,74.570752,Grassland,0.882,11.1,6.8,2.9
LC02899,19.857652,74.47793,Agricultural Land,0.069,2.9,3.8,12.0
LC02900,19.832042,74.366485,Grassland,0.816,11.4,1.5,8.3
LC02901,19.890319,74.420867,Agricultural Land,0.57,7.1,2.8,8.2
LC02902,19.870832,74.473416,Agricultural Land,0.267,15.3,6.2,1.8
LC02903,19.888632,74.459194,Agricultural Land,0.08,17.9,5.1,1.8
LC02904,19.942507,74.458563,Urban/Built-up,0.092,9.3,5.9,50.6
LC02905,19.813339,74.405999,Grassland,0.728,4.1,3.6,2.4
LC02906,19.86229,74.458053,Forest/Grove,0.709,91.7,3.3,11.9
LC02907,19.841924,74.560687,Grassland,0.39,3.9,0.2,2.9
LC02908,19.948155,74.557336,Grassland,0.388,5.3,2.3,0.0
LC02909,19.94055,74.399624,Agricultural Land,0.064,1.8,7.9,3.9
LC02910,19.831402,74.513492,Grassland,0.801,0.2,6.9,0.4
LC02911,19.853021,74.434079,Barren/Fallow,0.557,18.4,6.5,9.7
LC02912,19.93954,74.469195,Agricultural Land,0.176,20.0,1.6,11.8
LC02913,19.86611,74.516351,Agricultural Land,0.219,17.9,0.8,5.2
LC02914,19.946594,74.430036,Wetland,0.817,19.2,59.8,14.2
LC02915,19.889898,74.437751,Wetland,0.987,9.0,56.4,9.0
LC02916,19.863142,74.573424,Barren/Fallow,0.042,10.6,3.9,7.0
LC02917,19.946704,74.494296,Agricultural Land,0.569,5.1,2.6,10.7
LC02918,19.921911,74.581019,Urban/Built-up,0.201,11.4,1.4,90.1
LC02919,19.892796,74.397377,Agricultural Land,0.835,14.4,2.9,13.8
LC02920,19.917423,74.396409,Agricultural Land,0.541,13.0,2.8,8.4
LC02921,19.802891,74.549247,Agricultural Land,0.366,5.8,5.5,4.0
LC02922,19.88734,74.374495,Barren/Fallow,0.115,18.8,2.1,1.6
LC02923,19.812549,74.486673,Grassland,0.472,11.5,6.0,8.8
LC02924,19.924287,74.576666,Agricultural Land,0.682,2.4,3.9,9.2
LC02925,19.907628,74.375674,Urban/Built-up,0.123,13.3,0.4,76.0
LC02926,19.946661,74.507303,Barren/Fallow,0.766,16.8,7.1,11.4
LC02927,19.881436,74.487857,Forest/Grove,0.726,62.6,2.0,11.2
LC02928,19.823734,74.380651,Agricultural Land,0.586,8.9,0.5,4.8
LC02929,19.855068,74.476762,Forest/Grove,0.35,42.2,7.6,13.9
LC02930,19.932462,74.527365,Water Body,0.513,6.7,95.0,0.6
LC02931,19.803441,74.429282,Barren/Fallow,0.905,3.9,5.0,9.7
LC02932,19.934424,74.419642,Agricultural Land,0.536,0.4,6.8,1.8
LC02933,19.840649,74.39631,Grassland,0.338,3.5,6.4,12.0
LC02934,19.818671,74.546291,Agricultural Land,0.066,13.1,3.1,7.5
LC02935,19.931567,74.577554,Barren/Fallow,0.578,8.7,0.2,12.1
LC02936,19.912252,74.468992,Grassland,0.253,17.7,0.3,10.0
LC02937,19.948153,74.413595,Agricultural Land,0.51,2.7,3.8,8.7
LC02938,19.840803,74.5816,Agricultural Land,0.148,11.3,4.6,0.3
LC02939,19.864824,74.44102,Forest/Grove,0.612,92.1,1.6,7.6
LC02940,19.928714,74.389217,Agricultural Land,0.407,2.0,7.4,2.3
LC02941,19.849991,74.557395,Forest/Grove,0.716,55.7,6.5,7.1
LC02942,19.833787,74.588494,Barren/Fallow,0.83,10.8,6.6,3.0
LC02943,19.899946,74.545441,Urban/Built-up,0.147,19.4,5.7,57.3
LC02944,19.891246,74.599351,Barren/Fallow,0.684,14.2,4.6,11.0
LC02945,19.863649,74.452039,Urban/Built-up,0.807,13.4,1.9,85.1
LC02946,19.868023,74.37503,Barren/Fallow,0.343,7.6,7.4,8.6
LC02947,19.826847,74.44548,Agricultural Land,0.713,5.7,2.7,2.5
LC02948,19.894643,74.515257,Forest/Grove,0.629,57.1,3.3,4.3
LC02949,19.81472,74.505271,Agricultural Land,0.624,2.8,0.2,7.0
LC02950,19.947912,74.507124,Agricultural Land,0.78,7.6,1.9,0.9
LC02951,19.912537,74.599662,Agricultural Land,0.688,15.1,5.3,14.4
LC02952,19.945337,74.418906,Wetland,0.788,16.0,49.5,1.1
LC02953,19.94307,74.598551,Forest/Grove,0.636,53.0,2.1,12.7
LC02954,19.910189,74.564333,Agricultural Land,0.56,13.5,0.1,2.2
LC02955,19.889293,74.365845,Wetland,0.534,4.9,40.7,9.7
LC02956,19.885704,74.350689,Agricultural Land,0.615,4.6,7.4,6.2
LC02957,19.912238,74.42185,Agricultural Land,0.718,2.3,7.8,6.9
LC02958,19.832024,74.531428,Agricultural Land,0.651,14.8,0.4,9.7
LC02959,19.875776,74.593094,Grassland,0.699,17.5,4.7,11.9
LC02960,19.943909,74.426692,Agricultural Land,0.432,17.4,3.7,14.6
LC02961,19.941839,74.473382,Grassland,0.476,17.0,7.8,8.1
LC02962,19.80848,74.545312,Water Body,0.36,17.2,82.0,2.0
LC02963,19.923418,74.423368,Urban/Built-up,0.185,9.3,4.0,59.3
LC02964,19.889756,74.566775,Agricultural Land,0.228,0.0,6.2,2.7
LC02965,19.804608,74.54947,Agricultural Land,0.372,9.4,6.6,7.5
LC02966,19.824625,74.503354,Urban/Built-up,0.383,2.5,6.0,88.7
LC02967,19.932949,74.396831,Barren/Fallow,0.508,14.2,3.0,2.3
LC02968,19.942375,74.569239,Forest/Grove,0.287,65.9,0.7,10.9
LC02969,19.875073,74.550641,Agricultural Land,0.671,13.4,4.6,3.3
LC02970,19.809264,74.430612,Barren/Fallow,0.677,13.1,2.5,9.1
LC02971,19.804065,74.370099,Agricultural Land,0.122,16.8,0.1,0.5
LC02972,19.910249,74.408595,Agricultural Land,0.685,1.6,6.9,12.7
LC02973,19.871469,74.489107,Barren/Fallow,0.505,5.4,6.1,7.5
LC02974,19.830908,74.399381,Agricultural Land,0.719,9.0,4.0,11.9
LC02975,19.876044,74.556054,Agricultural Land,0.429,6.9,5.4,10.3
LC02976,19.861696,74.573021,Grassland,0.652,13.6,7.8,6.6
LC02977,19.856609,74.499076,Forest/Grove,0.347,87.5,0.8,5.0
LC02978,19.899119,74.570347,Forest/Grove,0.585,57.7,3.1,14.3
LC02979,19.907656,74.421767,Agricultural Land,0.461,15.6,1.6,6.6
LC02980,19.949858,74.396985,Agricultural Land,0.403,12.1,8.0,7.6
LC02981,19.835588,74.436092,Agricultural Land,0.714,16.0,4.1,9.2
LC02982,19.946477,74.58575,Agricultural Land,0.8,1.3,2.4,7.1
LC02983,19.809469,74.424356,Urban/Built-up,0.457,18.2,4.4,83.0
LC02984,19.8814,74.542872,Grassland,0.848,9.4,4.6,9.4
LC02985,19.866801,74.437203,Agricultural Land,0.135,15.3,0.5,10.9
LC02986,19.914158,74.424108,Urban/Built-up,0.246,19.4,5.7,61.0
LC02987,19.830919,74.589807,Agricultural Land,0.728,19.8,3.7,3.7
LC02988,19.820473,74.412245,Water Body,0.788,18.9,67.3,12.5
LC02989,19.940816,74.414989,Urban/Built-up,0.563,15.9,4.8,56.8
LC02990,19.803928,74.513862,Agricultural Land,0.569,3.4,7.4,3.7
LC02991,19.884398,74.390377,Grassland,0.602,3.9,4.4,6.2
LC02992,19.84027,74.536268,Agricultural Land,0.627,2.9,6.5,14.4
LC02993,19.800951,74.367989,Water Body,0.653,15.5,84.0,1.8
LC02994,19.841836,74.49644,Agricultural Land,0.839,2.9,2.4,10.7
LC02995,19.833355,74.468196,Agricultural Land,0.599,4.2,1.6,3.7
LC02996,19.86305,74.518243,Agricultural Land,0.393,14.0,6.5,7.6
LC02997,19.805359,74.44382,Urban/Built-up,0.602,8.1,3.8,86.2
LC02998,19.939379,74.59214,Urban/Built-up,0.564,13.1,3.9,72.5
LC02999,19.836438,74.573328,Grassland,0.591,18.7,0.8,8.3
LC03000,19.933643,74.529519,Agricultural Land,0.42,15.0,0.3,5.6
LC03001,19.913918,74.431256,Forest/Grove,0.567,80.1,1.3,11.3
LC03002,19.887018,74.391347,Agricultural Land,0.321,18.9,3.2,4.8
LC03003,19.874006,74.371529,Agricultural Land,0.739,0.7,6.4,10.3
LC03004,19.804121,74.500393,Wetland,0.298,5.5,52.4,6.6
LC03005,19.903988,74.535195,Agricultural Land,0.616,0.4,6.7,11.0
LC03006,19.93796,74.538651,Agricultural Land,0.684,10.8,5.9,11.2
LC03007,19.920252,74.435314,Agricultural Land,0.304,19.7,4.0,5.0
LC03008,19.804525,74.415577,Barren/Fallow,0.677,14.6,8.0,14.5
LC03009,19.868161,74.45199,Barren/Fallow,0.269,1.2,6.4,6.1
LC03010,19.822302,74.574321,Agricultural Land,0.401,15.5,5.2,14.0
LC03011,19.94035,74.468644,Agricultural Land,0.204,9.8,1.4,13.4
LC03012,19.80052,74.526287,Barren/Fallow,0.297,1.3,3.3,12.5
LC03013,19.870109,74.571581,Agricultural Land,0.574,4.2,0.3,7.0
LC03014,19.803055,74.38476,Forest/Grove,0.32,77.6,3.2,12.9
LC03015,19.947952,74.460262,Forest/Grove,0.542,64.7,7.7,13.5
LC03016,19.84235,74.466304,Barren/Fallow,0.418,14.4,6.5,14.7
LC03017,19.855229,74.499179,Urban/Built-up,0.478,9.5,5.2,72.2
LC03018,19.876161,74.517675,Agricultural Land,0.374,1.9,1.6,13.7
LC03019,19.849246,74.427391,Agricultural Land,0.623,4.1,5.5,2.6
LC03020,19.890151,74.359798,Urban/Built-up,0.653,12.0,1.2,53.6
LC03021,19.945103,74.391776,Wetland,0.662,3.0,39.8,9.8
LC03022,19.927456,74.443583,Agricultural Land,0.452,15.7,2.5,7.9
LC03023,19.94374,74.59104,Urban/Built-up,0.311,8.4,5.7,67.8
LC03024,19.857914,74.377227,Urban/Built-up,0.823,0.1,3.4,79.6
LC03025,19.882631,74.587877,Water Body,0.516,2.7,79.2,2.6
LC03026,19.927645,74.573425,Agricultural Land,0.5,3.3,3.3,14.2
LC03027,19.821309,74.389366,Barren/Fallow,0.382,17.7,7.3,12.4
LC03028,19.891239,74.417411,Agricultural Land,0.715,1.7,4.1,3.2
LC03029,19.809167,74.441732,Wetland,0.62,17.6,21.1,14.9
LC03030,19.937346,74.440504,Forest/Grove,0.293,91.9,3.4,13.2
LC03031,19.842211,74.379255,Urban/Built-up,0.715,1.5,2.0,52.9
LC03032,19.831854,74.500282,Agricultural Land,0.563,10.5,7.6,0.7
LC03033,19.803157,74.354382,Water Body,0.914,1.6,94.9,14.6
LC03034,19.860904,74.481225,Barren/Fallow,0.411,11.0,0.3,3.5
LC03035,19.886947,74.58161,Grassland,0.309,11.4,6.5,6.6
LC03036,19.819215,74.563915,Agricultural Land,0.637,14.4,0.9,3.2
LC03037,19.924019,74.444768,Urban/Built-up,0.601,18.7,3.4,85.8
LC03038,19.800313,74.560127,Agricultural Land,0.322,7.5,6.5,9.4
LC03039,19.902329,74.596789,Agricultural Land,0.508,6.0,3.1,8.6
LC03040,19.919145,74.451028,Agricultural Land,0.525,12.8,2.9,6.0
LC03041,19.924551,74.378205,Barren/Fallow,0.779,4.9,4.8,6.2
LC03042,19.947982,74.415272,Barren/Fallow,0.857,0.3,0.0,9.8
LC03043,19.871856,74.531046,Urban/Built-up,0.052,16.6,5.9,60.6
LC03044,19.811806,74.551484,Urban/Built-up,0.669,10.9,7.2,58.7
LC03045,19.904585,74.596754,Grassland,0.565,1.8,1.1,1.1
LC03046,19.821759,74.569695,Wetland,0.742,13.0,21.2,6.3
LC03047,19.863869,74.455268,Agricultural Land,0.325,12.9,1.6,0.6
LC03048,19.800264,74.510301,Urban/Built-up,0.564,19.4,1.4,94.6
LC03049,19.919935,74.459326,Forest/Grove,0.608,53.4,0.4,5.5
LC03050,19.81819,74.578233,Forest/Grove,0.516,45.6,0.7,10.8
LC03051,19.873692,74.37747,Agricultural Land,0.886,16.0,3.4,7.0
LC03052,19.851078,74.514069,Water Body,0.446,6.2,73.8,5.9
LC03053,19.93921,74.411919,Agricultural Land,0.348,5.9,2.4,5.4
LC03054,19.827267,74.46785,Wetland,0.792,1.4,34.5,4.3
LC03055,19.865508,74.417684,Agricultural Land,0.192,10.4,3.7,7.8
LC03056,19.947975,74.394898,Grassland,0.358,6.4,6.3,5.9
LC03057,19.887773,74.431026,Urban/Built-up,0.895,14.5,4.4,78.6
LC03058,19.825944,74.420396,Grassland,0.526,0.8,4.5,11.6
LC03059,19.935372,74.593991,Forest/Grove,0.238,83.0,7.4,7.5
LC03060,19.932927,74.548117,Barren/Fallow,0.576,15.2,2.1,13.4
LC03061,19.883314,74.41591,Grassland,0.106,15.3,0.4,14.7
LC03062,19.8162,74.404583,Wetland,0.522,8.5,58.4,8.6
LC03063,19.934917,74.443985,Agricultural Land,0.588,0.5,0.4,9.9
LC03064,19.820463,74.550578,Forest/Grove,0.448,55.4,3.0,5.9
LC03065,19.894173,74.468868,Forest/Grove,0.67,57.1,2.4,12.5
LC03066,19.892226,74.529131,Wetland,0.168,8.3,26.6,6.3
LC03067,19.894637,74.471776,Forest/Grove,0.88,79.1,7.4,3.8
LC03068,19.882227,74.489193,Barren/Fallow,0.28,6.0,3.5,8.5
LC03069,19.945453,74.44932,Agricultural Land,0.625,18.2,0.8,7.9
LC03070,19.836017,74.407317,Agricultural Land,0.63,6.9,1.6,4.8
LC03071,19.824034,74.533122,Agricultural Land,0.293,17.0,1.7,11.8
LC03072,19.846125,74.350259,Grassland,0.387,5.7,5.7,2.7
LC03073,19.843507,74.371371,Wetland,0.152,1.0,42.8,0.5
LC03074,19.931342,74.509266,Agricultural Land,0.582,2.5,4.3,6.4
LC03075,19.939197,74.434979,Urban/Built-up,0.763,5.1,6.6,66.5
LC03076,19.865198,74.540239,Water Body,0.26,0.7,77.8,8.4
LC03077,19.887904,74.584198,Agricultural Land,0.283,18.0,6.2,9.8
LC03078,19.928472,74.519479,Agricultural Land,0.376,0.6,2.8,1.6
LC03079,19.821217,74.492393,Agricultural Land,0.885,14.1,2.2,8.1
LC03080,19.945397,74.354606,Water Body,0.245,5.5,81.7,7.1
LC03081,19.908281,74.443209,Agricultural Land,0.238,4.6,7.2,9.6
LC03082,19.818541,74.55471,Agricultural Land,0.586,3.7,1.7,6.4
LC03083,19.864364,74.58337,Grassland,0.765,19.1,3.5,9.1
LC03084,19.932657,74.44233,Forest/Grove,0.595,84.6,0.3,12.6
LC03085,19.906205,74.417103,Urban/Built-up,0.313,9.2,0.7,55.1
LC03086,19.877863,74.407786,Agricultural Land,0.365,16.8,0.1,6.0
LC03087,19.906523,74.431337,Agricultural Land,0.267,4.2,5.5,2.7
LC03088,19.863315,74.547631,Grassland,0.493,7.0,0.9,3.3
LC03089,19.823403,74.577578,Urban/Built-up,0.081,6.6,3.4,52.0
LC03090,19.896204,74.391536,Urban/Built-up,0.138,19.2,1.7,54.7
LC03091,19.944451,74.563424,Urban/Built-up,0.352,15.2,0.2,68.7
LC03092,19.93999,74.531405,Urban/Built-up,0.308,9.9,2.9,53.9
LC03093,19.891148,74.58885,Urban/Built-up,0.75,18.3,0.1,87.1
LC03094,19.894738,74.434077,Agricultural Land,0.341,3.7,7.1,7.8
LC03095,19.886105,74.451321,Grassland,0.364,12.1,8.0,12.5
LC03096,19.916791,74.436643,Urban/Built-up,0.833,18.7,7.9,86.9
LC03097,19.800922,74.596182,Agricultural Land,0.641,15.2,6.2,3.9
LC03098,19.92207,74.478297,Agricultural Land,0.197,8.8,1.0,2.5
LC03099,19.902507,74.371489,Wetland,0.722,6.4,28.7,13.6
LC03100,19.897605,74.52982,Grassland,0.215,17.3,2.1,13.7
LC03101,19.856697,74.479367,Urban/Built-up,0.029,0.4,4.2,93.1
LC03102,19.831988,74.486094,Agricultural Land,0.551,17.2,3.5,13.5
LC03103,19.919322,74.368554,Urban/Built-up,0.236,11.8,1.1,52.8
LC03104,19.934901,74.563586,Agricultural Land,0.204,3.1,4.6,2.6
LC03105,19.880777,74.352166,Grassland,0.476,3.4,5.5,2.7
LC03106,19.899194,74.357164,Agricultural Land,0.833,14.1,5.3,13.9
LC03107,19.849249,74.503998,Grassland,0.512,3.5,6.0,12.7
LC03108,19.944838,74.386607,Agricultural Land,0.583,11.6,2.4,1.0
LC03109,19.881409,74.487745,Barren/Fallow,0.141,12.2,1.1,11.1
LC03110,19.836409,74.491936,Urban/Built-up,0.278,4.0,2.9,64.9
LC03111,19.915522,74.379923,Agricultural Land,0.446,9.6,3.2,7.4
LC03112,19.830002,74.380881,Grassland,0.907,2.6,2.0,4.7
LC03113,19.878103,74.5311,Barren/Fallow,0.576,1.2,2.5,0.7
LC03114,19.898861,74.591437,Wetland,0.129,17.9,52.0,13.3
LC03115,19.928482,74.588413,Urban/Built-up,0.382,2.4,3.4,55.1
LC03116,19.891217,74.576508,Agricultural Land,0.346,16.7,0.1,5.0
LC03117,19.938648,74.459852,Agricultural Land,0.297,16.6,3.1,11.4
LC03118,19.847592,74.51712,Agricultural Land,0.807,11.4,5.5,13.0
LC03119,19.822141,74.57802,Urban/Built-up,0.316,17.5,2.5,70.3
LC03120,19.873686,74.382204,Grassland,0.693,14.2,7.6,14.2
LC03121,19.94614,74.442925,Urban/Built-up,0.249,9.0,7.7,96.3
LC03122,19.851953,74.4441,Wetland,0.597,14.8,54.3,9.1
LC03123,19.829825,74.501794,Agricultural Land,0.791,6.8,0.7,4.7
LC03124,19.888394,74.355997,Agricultural Land,0.623,17.3,0.1,3.8
LC03125,19.88256,74.433537,Forest/Grove,0.321,42.9,1.7,3.4
LC03126,19.917294,74.574941,Barren/Fallow,0.24,11.5,5.0,11.0
LC03127,19.891423,74.350069,Forest/Grove,0.295,41.4,4.3,2.5
LC03128,19.907883,74.380496,Forest/Grove,0.726,91.5,1.2,4.8
LC03129,19.83198,74.370032,Agricultural Land,0.836,13.2,2.0,2.0
LC03130,19.901802,74.458437,Agricultural Land,0.287,17.1,3.3,1.3
LC03131,19.883699,74.439677,Agricultural Land,0.58,11.7,4.9,10.6
LC03132,19.808088,74.393612,Urban/Built-up,0.656,13.6,7.4,99.3
LC03133,19.891659,74.58576,Grassland,0.852,15.2,3.2,7.2
LC03134,19.825323,74.45641,Agricultural Land,0.393,3.6,1.4,11.9
LC03135,19.932818,74.54988,Forest/Grove,0.446,71.0,5.5,7.6
LC03136,19.801668,74.443814,Urban/Built-up,0.879,15.2,2.0,58.9
LC03137,19.898652,74.433936,Agricultural Land,0.367,17.0,1.6,12.9
